ID,PseAAC_lambda1,PseAAC_lambda2,PseAAC_lambda3,PseAAC_lambda4,PseAAC_lambda5
Negative_F221,0.051511,0.046645,0.063843,0.046060,0.064183
Negative_F269,0.059482,0.088165,0.060870,0.023377,0.048985
Negative_F1431,0.082078,0.080565,0.061027,0.064381,0.074373
Negative_F2289,0.062099,0.063321,0.057127,0.071118,0.064101
Negative_F2004,0.038725,0.066948,0.042365,0.030133,0.060987
Negative_F1667,0.055425,0.052327,0.050265,0.057941,0.070076
Negative_F1018,0.053291,0.068439,0.055958,0.060324,0.066076
Negative_F559,0.074215,0.131972,0.128777,0.041048,0.046117
Negative_F1788,0.063072,0.065197,0.076081,0.065234,0.061146
Negative_F630,0.067097,0.077688,0.056920,0.045851,0.077166
Negative_F810,0.036827,0.051516,0.040466,0.034054,0.038250
Negative_F626,0.063702,0.080005,0.079300,0.086082,0.083771
Negative_F2034,0.063518,0.078340,0.050664,0.054693,0.076124
Negative_F1907,0.046453,0.061862,0.076522,0.097097,0.093579
Negative_F2022,0.057349,0.068273,0.069974,0.048548,0.076649
Negative_F2430,0.064636,0.107445,0.097122,0.066689,0.055667
Negative_F624,0.073005,0.047557,0.066824,0.063619,0.055492
Negative_F817,0.067655,0.067685,0.049948,0.049833,0.080289
Negative_F2225,0.084005,0.095939,0.076043,0.073656,0.070720
Negative_F698,0.060568,0.081672,0.066213,0.060960,0.051313
Negative_F2230,0.038270,0.049123,0.046692,0.046540,0.060767
Negative_F738,0.074766,0.085304,0.083256,0.092271,0.080722
Negative_F1379,0.080801,0.043066,0.079808,0.048462,0.068065
Negative_F1974,0.085925,0.082434,0.081565,0.067914,0.088423
Negative_F494,0.067312,0.079800,0.059176,0.048328,0.060357
Negative_F1901,0.046408,0.055564,0.047073,0.052305,0.053051
Negative_F1966,0.063775,0.067678,0.068977,0.065393,0.071405
Negative_F121,0.093576,0.122805,0.068025,0.060226,0.097963
Negative_F2171,0.085894,0.097962,0.060509,0.080281,0.104301
Negative_F832,0.041633,0.047770,0.047069,0.046643,0.049791
Negative_F1315,0.069402,0.075913,0.051270,0.047327,0.054072
Negative_F2288,0.037153,0.056630,0.039350,0.031433,0.052616
Negative_F611,0.074612,0.087605,0.057408,0.055514,0.087695
Negative_F2394,0.081132,0.081977,0.072274,0.069139,0.082620
Negative_F167,0.048336,0.045355,0.044371,0.038814,0.034428
Negative_F284,0.071016,0.087453,0.084738,0.075050,0.069297
Negative_F2087,0.074825,0.081025,0.056819,0.086160,0.120624
Negative_F726,0.069214,0.068428,0.078118,0.074258,0.067796
Negative_F367,0.041019,0.062998,0.052065,0.050155,0.066383
Negative_F1293,0.038434,0.050270,0.049409,0.049362,0.058039
Negative_F1744,0.074530,0.106282,0.063223,0.073285,0.095574
Negative_F2427,0.062587,0.080563,0.054342,0.054849,0.085792
Negative_F2139,0.144538,0.077357,0.099242,0.128021,0.074824
Negative_F495,0.059715,0.064452,0.055770,0.047732,0.064162
Negative_F220,0.089465,0.087675,0.067112,0.097031,0.081583
Negative_F2251,0.048154,0.040906,0.021841,0.034586,0.036189
Negative_F442,0.071619,0.097914,0.104202,0.055548,0.072775
Negative_F1707,0.065317,0.083768,0.072479,0.063045,0.093973
Negative_F638,0.046200,0.073909,0.042069,0.016371,0.056401
Negative_F2365,0.065866,0.091522,0.065207,0.040655,0.062128
Negative_F931,0.072579,0.076259,0.075370,0.067425,0.065567
Negative_F1409,0.049710,0.047599,0.024513,0.041269,0.046184
Negative_F1056,0.081262,0.091120,0.045982,0.059482,0.073037
Negative_F478,0.048155,0.071280,0.046357,0.035988,0.069050
Negative_F1152,0.071303,0.078463,0.053378,0.071126,0.085091
Negative_F2015,0.090813,0.080769,0.090251,0.049263,0.090255
Negative_F704,0.064801,0.062783,0.060854,0.048622,0.056813
Negative_F1712,0.050124,0.059450,0.057835,0.068959,0.069185
Negative_F1964,0.065494,0.075234,0.067238,0.052016,0.067646
Negative_F938,0.068565,0.074578,0.075095,0.082228,0.054946
Negative_F1044,0.044386,0.085779,0.063433,0.038398,0.073501
Negative_F586,0.042908,0.047188,0.019401,0.038548,0.037554
Negative_F881,0.056776,0.058725,0.041966,0.048479,0.051609
Negative_F228,0.069820,0.101547,0.073253,0.044616,0.078393
Negative_F516,0.064936,0.071503,0.056211,0.042828,0.056433
Negative_F2232,0.031403,0.057476,0.048349,0.051102,0.067781
Negative_F1329,0.073014,0.067555,0.046829,0.046598,0.077342
Negative_F1746,0.081329,0.115462,0.079915,0.076255,0.089257
Negative_F969,0.078536,0.102117,0.097706,0.076088,0.068513
Negative_F426,0.076217,0.087192,0.057515,0.038703,0.087389
Negative_F2265,0.074389,0.064038,0.061115,0.056801,0.070252
Negative_F128,0.066040,0.081169,0.064397,0.050977,0.068514
Negative_F976,0.056802,0.060611,0.038724,0.042597,0.054400
Negative_F1969,0.077682,0.137260,0.062466,0.020372,0.097970
Negative_F1818,0.056633,0.063500,0.059061,0.073739,0.050640
Negative_F1867,0.063280,0.066127,0.067903,0.056149,0.053470
Negative_F2105,0.071523,0.072608,0.061151,0.049014,0.063962
Negative_F2218,0.049218,0.058313,0.047423,0.051204,0.043536
Negative_F1380,0.062209,0.076893,0.065426,0.069185,0.061786
Negative_F928,0.078751,0.072911,0.076489,0.064250,0.070105
Negative_F1263,0.054472,0.067981,0.055500,0.052739,0.061800
Negative_F1695,0.058196,0.061351,0.066183,0.046096,0.049531
Negative_F620,0.059692,0.066189,0.068355,0.061159,0.067939
Negative_F1421,0.056476,0.081805,0.085366,0.100368,0.099738
Negative_F306,0.082444,0.080660,0.084478,0.058029,0.077210
Negative_F1979,0.056400,0.070335,0.060550,0.063731,0.065903
Negative_F2063,0.031192,0.036043,0.032741,0.029293,0.038447
Negative_F1128,0.052014,0.052075,0.041001,0.056937,0.053713
Negative_F1124,0.062841,0.037508,0.059173,0.055947,0.048551
Negative_F1429,0.080036,0.111382,0.068897,0.066362,0.108098
Negative_F1751,0.070976,0.063285,0.066283,0.031934,0.064715
Negative_F1157,0.068793,0.088030,0.051989,0.083761,0.089034
Negative_F1030,0.058439,0.068534,0.077751,0.103383,0.081369
Negative_F601,0.078044,0.089535,0.071631,0.067967,0.093577
Negative_F2287,0.075317,0.086529,0.070299,0.061787,0.089582
Negative_F1129,0.071219,0.052459,0.069345,0.050422,0.071924
Negative_F1453,0.051127,0.069827,0.048873,0.022260,0.073037
Negative_F400,0.071540,0.090693,0.083622,0.057141,0.074244
Negative_F872,0.053986,0.065930,0.082670,0.056227,0.059745
Negative_F309,0.072909,0.082790,0.058441,0.057893,0.091689
Negative_F1427,0.078197,0.121528,0.065760,0.043444,0.079230
Negative_F324,0.058242,0.048160,0.057785,0.031035,0.049776
Negative_F1440,0.074349,0.069187,0.064765,0.063276,0.065324
Negative_F2233,0.060476,0.086097,0.077802,0.055250,0.086803
Negative_F1883,0.057212,0.082366,0.045789,0.027108,0.069060
Negative_F337,0.093614,0.081366,0.079665,0.053375,0.080759
Negative_F2067,0.054768,0.063876,0.040601,0.038466,0.065424
Negative_F1792,0.068637,0.082520,0.072932,0.061143,0.089156
Negative_F1920,0.080531,0.087500,0.072972,0.051988,0.069026
Negative_F2018,0.063016,0.050987,0.052618,0.058125,0.050541
Negative_F501,0.070030,0.065668,0.071234,0.062772,0.063712
Negative_F1306,0.080940,0.083849,0.072224,0.049821,0.066529
Negative_F202,0.043817,0.065706,0.040494,0.042472,0.056265
Negative_F479,0.028978,0.045828,0.026255,0.011710,0.038867
Negative_F304,0.059095,0.085071,0.068090,0.050133,0.083674
Negative_F389,0.071509,0.079730,0.059933,0.066024,0.083898
Negative_F571,0.066606,0.075475,0.059470,0.041427,0.065028
Negative_F2160,0.062579,0.060174,0.057143,0.065726,0.054398
Negative_F789,0.087557,0.069429,0.076188,0.085018,0.063186
Negative_F1551,0.030029,0.042053,0.020862,0.018555,0.032964
Negative_F1508,0.077623,0.104851,0.061499,0.031965,0.095380
Negative_F1619,0.077770,0.073800,0.091239,0.080474,0.088762
Negative_F386,0.091950,0.070934,0.073843,0.069426,0.096086
Negative_F2253,0.059484,0.076856,0.072820,0.080194,0.088773
Negative_F2098,0.091097,0.075647,0.087157,0.096084,0.067011
Negative_F1593,0.026861,0.043619,0.026772,0.013306,0.031578
Negative_F65,0.066473,0.064550,0.058651,0.050836,0.077364
Negative_F1864,0.068514,0.075998,0.066158,0.079989,0.090639
Negative_F683,0.071943,0.072887,0.072130,0.042372,0.074033
Negative_F1148,0.082227,0.071165,0.062534,0.064071,0.067109
Negative_F2414,0.062383,0.070016,0.065506,0.074158,0.057844
Negative_F2201,0.103790,0.060913,0.095121,0.079752,0.088359
Negative_F412,0.074698,0.092688,0.071196,0.061135,0.073158
Negative_F1594,0.062366,0.057654,0.065839,0.049544,0.067394
Negative_F828,0.053147,0.054879,0.054511,0.045245,0.041296
Negative_F2306,0.031730,0.043525,0.024910,0.025319,0.039764
Negative_F1738,0.064236,0.060110,0.044207,0.074326,0.032254
Negative_F1855,0.081193,0.082743,0.084211,0.061295,0.081411
Negative_F1011,0.064333,0.080295,0.066006,0.046097,0.067214
Negative_F1519,0.053358,0.065256,0.027388,0.032044,0.054429
Negative_F3,0.056137,0.064011,0.055082,0.067573,0.063062
Negative_F1265,0.049861,0.058806,0.044692,0.030614,0.060411
Negative_F1331,0.057122,0.059890,0.040991,0.045490,0.068288
Negative_F1401,0.063477,0.070536,0.061698,0.037146,0.067643
Negative_F775,0.039690,0.043855,0.049956,0.044588,0.051594
Negative_F1216,0.051650,0.070494,0.057855,0.048535,0.081319
Negative_F1290,0.057404,0.064806,0.054746,0.058889,0.063990
Negative_F310,0.077600,0.072599,0.072042,0.046317,0.084545
Negative_F2037,0.098218,0.130628,0.077441,0.076944,0.099801
Negative_F197,0.039736,0.060005,0.036511,0.027273,0.044920
Negative_F150,0.084797,0.080966,0.088118,0.096191,0.084362
Negative_F2182,0.061916,0.073957,0.066552,0.026043,0.073841
Negative_F417,0.085615,0.089409,0.046456,0.076647,0.077800
Negative_F1333,0.061352,0.062365,0.058881,0.069240,0.033495
Negative_F423,0.076866,0.078531,0.083465,0.053033,0.088578
Negative_F1118,0.051351,0.059155,0.057942,0.060868,0.067123
Negative_F1130,0.050739,0.054236,0.057535,0.062029,0.052251
Negative_F515,0.067814,0.074454,0.063524,0.039416,0.067607
Negative_F1066,0.089062,0.089434,0.084838,0.089081,0.075346
Negative_F1930,0.064299,0.072459,0.076516,0.065432,0.069763
Negative_F1614,0.077856,0.056586,0.078323,0.050103,0.064639
Negative_F2377,0.079786,0.070215,0.076123,0.071714,0.081602
Negative_F1258,0.056768,0.075902,0.060735,0.039125,0.075108
Negative_F279,0.056978,0.091172,0.043335,0.042472,0.089958
Negative_F679,0.094571,0.081452,0.086192,0.059699,0.092416
Negative_F569,0.051955,0.067333,0.053276,0.029669,0.060781
Negative_F633,0.058653,0.084358,0.054201,0.026473,0.067535
Negative_F214,0.083458,0.078995,0.077394,0.069329,0.077772
Negative_F2372,0.063985,0.087068,0.064529,0.068760,0.106174
Negative_F1065,0.070610,0.076168,0.066221,0.063232,0.062071
Negative_F1900,0.065520,0.074029,0.064745,0.051636,0.074372
Negative_F724,0.062564,0.079507,0.071733,0.060497,0.053255
Negative_F2320,0.062819,0.050894,0.048099,0.069436,0.048249
Negative_F1137,0.064331,0.072844,0.061320,0.049858,0.072120
Negative_F2290,0.057341,0.077679,0.049156,0.046242,0.061349
Negative_F1404,0.064834,0.085894,0.058961,0.050307,0.086303
Negative_F1007,0.043386,0.062508,0.045412,0.031768,0.062031
Negative_F1218,0.034990,0.054049,0.032176,0.021306,0.044802
Negative_F1138,0.068166,0.070902,0.067482,0.069472,0.065417
Negative_F1669,0.057404,0.081341,0.061836,0.042470,0.076644
Negative_F525,0.037737,0.035844,0.042855,0.047462,0.039152
Negative_F893,0.064938,0.063877,0.057561,0.050688,0.073165
Negative_F2214,0.074740,0.075790,0.090205,0.068645,0.109622
Negative_F858,0.052991,0.043874,0.053899,0.054154,0.057530
Negative_F615,0.059700,0.079498,0.060242,0.042492,0.054922
Negative_F772,0.046976,0.047684,0.057467,0.049507,0.056343
Negative_F616,0.034176,0.047250,0.030941,0.024927,0.037282
Negative_F78,0.044537,0.071163,0.038083,0.018595,0.053659
Negative_F2440,0.072129,0.062024,0.080051,0.079780,0.065592
Negative_F153,0.060181,0.074665,0.082484,0.081734,0.081503
Negative_F30,0.065675,0.073387,0.065557,0.055712,0.069881
Negative_F508,0.048447,0.071661,0.057138,0.041643,0.073061
Negative_F330,0.072331,0.073030,0.071890,0.047048,0.079283
Negative_F1125,0.058324,0.056149,0.060275,0.067877,0.066683
Negative_F393,0.041237,0.060751,0.038212,0.033421,0.067585
Negative_F1773,0.072440,0.085171,0.076082,0.048267,0.074807
Negative_F2375,0.070389,0.082287,0.055222,0.051970,0.083351
Negative_F876,0.086540,0.097558,0.081342,0.067896,0.034520
Negative_F1049,0.077004,0.095374,0.074321,0.092028,0.054247
Negative_F1262,0.050291,0.056279,0.043254,0.057300,0.060542
Negative_F1713,0.052085,0.081548,0.072079,0.043765,0.062927
Negative_F2011,0.068653,0.062778,0.064269,0.058073,0.060658
Negative_F746,0.045950,0.043625,0.058456,0.043851,0.056419
Negative_F431,0.059534,0.079593,0.054210,0.037951,0.066285
Negative_F1934,0.074896,0.091064,0.061081,0.054289,0.080497
Negative_F40,0.062763,0.071180,0.060489,0.026572,0.067492
Negative_F1179,0.096293,0.102738,0.072778,0.075087,0.066746
Negative_F1276,0.076731,0.067813,0.081682,0.088652,0.066104
Negative_F1718,0.069774,0.055370,0.070329,0.068982,0.072904
Negative_F1538,0.076825,0.072689,0.071352,0.059726,0.081883
Negative_F1689,0.064619,0.083891,0.062341,0.060379,0.085742
Negative_F700,0.063665,0.068890,0.047813,0.057770,0.066130
Negative_F1259,0.043643,0.035328,0.054242,0.044199,0.047140
Negative_F550,0.096277,0.076250,0.056192,0.106994,0.058386
Negative_F1978,0.087392,0.078784,0.083582,0.062695,0.067744
Negative_F972,0.061354,0.057120,0.044744,0.055946,0.049755
Negative_F1829,0.067945,0.080619,0.049580,0.051263,0.079307
Negative_F1298,0.051149,0.051913,0.053135,0.041770,0.053855
Negative_F510,0.077122,0.076635,0.066902,0.052799,0.071371
Negative_F1205,0.057810,0.069310,0.041107,0.046763,0.071161
Negative_F1958,0.043358,0.054930,0.050193,0.050829,0.046295
Negative_F2336,0.089398,0.117276,0.090591,0.066226,0.043507
Negative_F261,0.056210,0.093161,0.053443,0.044956,0.090830
Negative_F1985,0.084335,0.080935,0.079928,0.047510,0.075372
Negative_F2241,0.082678,0.088145,0.078710,0.065931,0.074492
Negative_F884,0.045841,0.062798,0.047111,0.030483,0.031432
Negative_F2384,0.090064,0.109178,0.077269,0.085795,0.103784
Negative_F618,0.061803,0.083252,0.080036,0.067605,0.063953
Negative_F2132,0.079072,0.104983,0.070724,0.051938,0.088051
Negative_F1729,0.071341,0.067805,0.066111,0.068345,0.084211
Negative_F664,0.108103,0.057879,0.103775,0.081099,0.069549
Negative_F1879,0.056365,0.077065,0.050798,0.026954,0.068853
Negative_F227,0.070039,0.073003,0.054576,0.032709,0.077689
Negative_F784,0.063001,0.061712,0.067710,0.060804,0.068247
Negative_F1941,0.089856,0.093243,0.076262,0.068185,0.129775
Negative_F2219,0.053520,0.063835,0.049628,0.050619,0.051681
Negative_F888,0.041831,0.060307,0.039036,0.026929,0.050869
Negative_F1660,0.081935,0.068764,0.072534,0.126108,0.078846
Negative_F1748,0.076593,0.066045,0.076990,0.066759,0.064252
Negative_F863,0.064288,0.067934,0.071219,0.065603,0.055836
Negative_F598,0.084574,0.085646,0.057671,0.061496,0.108570
Negative_F1370,0.070702,0.074762,0.057916,0.033528,0.079289
Negative_F1886,0.047549,0.043344,0.052697,0.038109,0.050738
Negative_F464,0.050951,0.058017,0.053367,0.042877,0.056912
Negative_F2035,0.067806,0.068203,0.065784,0.069863,0.069449
Negative_F2411,0.074954,0.122495,0.069462,0.042762,0.090363
Negative_F1475,0.067388,0.069348,0.070398,0.082169,0.074669
Negative_F1865,0.072144,0.087170,0.068362,0.068863,0.064852
Negative_F162,0.086583,0.080542,0.075428,0.075191,0.086282
Negative_F504,0.045337,0.060496,0.044342,0.034925,0.048786
Negative_F795,0.062249,0.077587,0.053597,0.064270,0.067710
Negative_F301,0.074870,0.095264,0.082396,0.068252,0.079709
Negative_F45,0.063462,0.078368,0.070508,0.040596,0.062561
Negative_F370,0.052188,0.070657,0.057322,0.043143,0.074360
Negative_F662,0.074784,0.090388,0.068114,0.069393,0.078496
Negative_F2154,0.064919,0.065073,0.056628,0.050221,0.047351
Negative_F238,0.053362,0.047001,0.057586,0.062814,0.056798
Negative_F579,0.070008,0.078074,0.082113,0.070862,0.060528
Negative_F722,0.059166,0.072188,0.067780,0.068294,0.057094
Negative_F889,0.062390,0.079185,0.066837,0.041125,0.072694
Negative_F1135,0.060127,0.047181,0.058376,0.056789,0.054371
Negative_F1456,0.078771,0.076401,0.059442,0.075367,0.051518
Negative_F1391,0.039068,0.040817,0.048393,0.046628,0.048159
Negative_F243,0.063613,0.082962,0.070089,0.063859,0.061385
Negative_F186,0.063719,0.073896,0.070527,0.060877,0.056312
Negative_F910,0.070906,0.072160,0.063613,0.047940,0.077754
Negative_F1365,0.066182,0.070128,0.093442,0.048634,0.087679
Negative_F2240,0.057081,0.051900,0.078372,0.078859,0.098734
Negative_F1602,0.065558,0.094725,0.063492,0.039837,0.061644
Negative_F812,0.078818,0.067435,0.058680,0.062831,0.076907
Negative_F866,0.071757,0.081696,0.051931,0.046580,0.076602
Negative_F2193,0.105079,0.082364,0.103349,0.067938,0.100583
Negative_F2197,0.088267,0.092799,0.123914,0.088719,0.094372
Negative_F1703,0.049958,0.040409,0.036085,0.032739,0.049029
Negative_F894,0.060364,0.069185,0.055663,0.060646,0.049809
Negative_F1381,0.052463,0.054049,0.071843,0.073534,0.051590
Negative_F1287,0.053340,0.045948,0.060821,0.037668,0.060628
Negative_F1791,0.058454,0.080273,0.075295,0.058160,0.077320
Negative_F1204,0.056964,0.062453,0.045495,0.042492,0.056425
Negative_F422,0.045012,0.049698,0.039512,0.032802,0.036096
Negative_F1045,0.060418,0.082640,0.060563,0.056447,0.085981
Negative_F1768,0.071553,0.051386,0.066662,0.062442,0.068977
Negative_F906,0.047712,0.070688,0.070190,0.067955,0.066290
Negative_F35,0.070318,0.072034,0.071332,0.066105,0.068829
Negative_F1140,0.058046,0.059673,0.056828,0.048216,0.061539
Negative_F158,0.075457,0.091625,0.090888,0.120809,0.106931
Negative_F1311,0.050800,0.069258,0.061443,0.066450,0.069329
Negative_F1753,0.054854,0.068693,0.051332,0.028957,0.058973
Negative_F1317,0.096504,0.099934,0.103010,0.077990,0.068778
Negative_F149,0.085646,0.091888,0.083736,0.073634,0.066396
Negative_F1028,0.073208,0.070337,0.045580,0.066940,0.066364
Negative_F1246,0.056731,0.052951,0.060218,0.048015,0.057273
Negative_F1024,0.088664,0.105219,0.060979,0.073562,0.084627
Negative_F461,0.080206,0.080994,0.068144,0.058601,0.068332
Negative_F2282,0.063008,0.080094,0.059711,0.049421,0.071937
Negative_F2167,0.070528,0.075408,0.070778,0.076886,0.084870
Negative_F605,0.076848,0.082839,0.058607,0.052365,0.084276
Negative_F978,0.062328,0.077570,0.059258,0.037765,0.060530
Negative_F1775,0.097825,0.088339,0.080691,0.075668,0.094312
Negative_F74,0.051585,0.078333,0.068355,0.085792,0.093957
Negative_F1414,0.054173,0.060366,0.062453,0.057790,0.046848
Negative_F97,0.075793,0.090099,0.056364,0.055729,0.086392
Negative_F492,0.071930,0.078671,0.047717,0.054207,0.084801
Negative_F1678,0.082102,0.055326,0.077068,0.056791,0.075423
Negative_F340,0.064097,0.082959,0.061597,0.054692,0.085874
Negative_F1077,0.095405,0.103608,0.077680,0.082581,0.089368
Negative_F825,0.075472,0.095668,0.060463,0.059099,0.081619
Negative_F1743,0.067711,0.061800,0.048732,0.070642,0.058746
Negative_F780,0.074549,0.086779,0.058331,0.062704,0.061743
Negative_F1318,0.080039,0.094946,0.090176,0.044471,0.078597
Negative_F2300,0.078343,0.088967,0.080489,0.098105,0.081349
Negative_F90,0.068973,0.063198,0.060437,0.047887,0.068196
Negative_F448,0.050321,0.086853,0.082038,0.082946,0.087275
Negative_F1117,0.048229,0.048139,0.049474,0.055166,0.054989
Negative_F1268,0.062466,0.081563,0.041991,0.070476,0.083065
Negative_F364,0.038025,0.054168,0.041692,0.037184,0.056687
Negative_F2303,0.099868,0.153152,0.091392,0.048169,0.095484
Negative_F1573,0.086076,0.074100,0.079347,0.063885,0.093709
Negative_F250,0.080968,0.065466,0.085796,0.092724,0.082161
Negative_F2135,0.040989,0.044994,0.027998,0.033676,0.034112
Negative_F51,0.040889,0.047441,0.044582,0.039282,0.050110
Negative_F2078,0.061141,0.069588,0.043253,0.086013,0.048635
Negative_F826,0.078906,0.090752,0.071809,0.056627,0.084939
Negative_F1426,0.089771,0.121990,0.068425,0.059363,0.087161
Negative_F926,0.059064,0.069465,0.052127,0.043012,0.059946
Negative_F905,0.075745,0.087275,0.077521,0.061828,0.069995
Negative_F331,0.059863,0.078789,0.052495,0.063242,0.063365
Negative_F2076,0.037887,0.066973,0.054762,0.070623,0.085508
Negative_F406,0.054912,0.073717,0.056275,0.043861,0.054102
Negative_F1951,0.069905,0.070265,0.053201,0.074621,0.076490
Negative_F544,0.066844,0.099180,0.044951,0.044977,0.084442
Negative_F2307,0.067675,0.066546,0.077218,0.077716,0.069245
Negative_F1269,0.074309,0.060167,0.059346,0.066766,0.049179
Negative_F658,0.064201,0.049755,0.060185,0.045684,0.055848
Negative_F1358,0.040300,0.058542,0.033468,0.027692,0.039921
Negative_F1233,0.060896,0.094408,0.077026,0.054299,0.081125
Negative_F2157,0.058690,0.053026,0.051574,0.060246,0.054705
Negative_F573,0.068139,0.062794,0.071453,0.078897,0.066743
Negative_F1848,0.060127,0.070200,0.060078,0.065078,0.058051
Negative_F136,0.068388,0.091542,0.075372,0.077416,0.045997
Negative_F2131,0.102237,0.126434,0.073823,0.046299,0.105445
Negative_F1009,0.045121,0.062198,0.044320,0.049956,0.065623
Negative_F2382,0.043998,0.051011,0.056995,0.039555,0.033260
Negative_F1630,0.060143,0.065386,0.059000,0.034650,0.061344
Negative_F1875,0.042529,0.074264,0.043490,0.032740,0.064595
Negative_F1493,0.063792,0.084387,0.036032,0.043373,0.078494
Negative_F809,0.050364,0.064461,0.046260,0.039616,0.052289
Negative_F295,0.085804,0.080762,0.050717,0.066136,0.093200
Negative_F886,0.065756,0.082354,0.041084,0.042760,0.073336
Negative_F1710,0.079469,0.083811,0.074039,0.060811,0.073751
Negative_F727,0.064930,0.058549,0.064757,0.067314,0.066839
Negative_F1523,0.073719,0.074620,0.080984,0.061350,0.073717
Negative_F1405,0.063296,0.081122,0.052217,0.067153,0.073048
Negative_F873,0.072902,0.083641,0.052157,0.035230,0.084726
Negative_F1870,0.071260,0.089741,0.074687,0.038857,0.052144
Negative_F1337,0.073704,0.080895,0.062948,0.070387,0.059546
Negative_F1659,0.072641,0.110057,0.094238,0.050426,0.042825
Negative_F449,0.036054,0.048969,0.043190,0.054997,0.053320
Negative_F555,0.078171,0.069002,0.057134,0.055762,0.064087
Negative_F1120,0.069095,0.063027,0.077812,0.075315,0.061520
Negative_F1804,0.059299,0.064493,0.044313,0.056429,0.053569
Negative_F2129,0.073300,0.082723,0.075763,0.052167,0.094916
Negative_F1182,0.079121,0.096383,0.094311,0.051254,0.057599
Negative_F84,0.063722,0.066999,0.046029,0.052879,0.068505
Negative_F473,0.055016,0.054119,0.038365,0.029742,0.054918
Negative_F2130,0.054235,0.043053,0.045948,0.034658,0.032104
Negative_F1114,0.063616,0.055826,0.053315,0.059165,0.074138
Negative_F419,0.049070,0.064675,0.042899,0.037871,0.051290
Negative_F2321,0.052616,0.055934,0.048710,0.046492,0.044066
Negative_F869,0.046784,0.053178,0.050892,0.042641,0.055187
Negative_F2342,0.109720,0.076960,0.076225,0.060448,0.063648
Negative_F2292,0.060355,0.073896,0.077750,0.057605,0.063944
Negative_F34,0.079323,0.074144,0.079779,0.066605,0.071056
Negative_F1075,0.063816,0.090097,0.053947,0.041521,0.082069
Negative_F225,0.063441,0.060215,0.059027,0.041281,0.072150
Negative_F1633,0.046556,0.075095,0.064253,0.061554,0.076614
Negative_F1374,0.024143,0.029539,0.020513,0.034076,0.032971
Negative_F1437,0.063485,0.067123,0.069717,0.067257,0.055266
Negative_F728,0.065727,0.051879,0.068666,0.057616,0.066522
Negative_F702,0.070895,0.077661,0.067475,0.065188,0.069872
Negative_F2044,0.059023,0.062237,0.063966,0.062320,0.059306
Negative_F462,0.082748,0.090928,0.071129,0.052236,0.068140
Negative_F2238,0.022963,0.030497,0.011097,0.020275,0.040759
Negative_F1932,0.053140,0.059310,0.065947,0.049450,0.024141
Negative_F263,0.070641,0.090267,0.049055,0.056998,0.081465
Negative_F576,0.065747,0.075953,0.086062,0.076282,0.079077
Negative_F2074,0.089138,0.053527,0.042871,0.089845,0.003840
Negative_F1305,0.082909,0.044128,0.097954,0.049585,0.097580
Negative_F929,0.063891,0.063528,0.070350,0.082768,0.073182
Negative_F2203,0.035458,0.066053,0.056021,0.064501,0.088631
Negative_F2247,0.035130,0.051677,0.072455,0.061147,0.053458
Negative_F1584,0.077965,0.085553,0.063152,0.058004,0.091371
Negative_F1580,0.055868,0.059315,0.059820,0.047375,0.040659
Negative_F531,0.079214,0.082243,0.078543,0.056138,0.070548
Negative_F932,0.058849,0.070001,0.060623,0.046062,0.052205
Negative_F686,0.092319,0.086534,0.067837,0.074251,0.052377
Negative_F2059,0.049118,0.039468,0.049099,0.042161,0.045288
Negative_F736,0.070695,0.057087,0.043425,0.063542,0.045852
Negative_F2368,0.086518,0.075962,0.054911,0.072604,0.091554
Negative_F643,0.061772,0.082669,0.073901,0.063785,0.063604
Negative_F1212,0.073503,0.056643,0.039944,0.062250,0.054558
Negative_F1609,0.054164,0.071534,0.070749,0.066309,0.071793
Negative_F575,0.080149,0.070540,0.072479,0.068231,0.062380
Negative_F1171,0.049059,0.065292,0.057356,0.040093,0.058633
Negative_F1764,0.056393,0.059631,0.055055,0.066820,0.057422
Negative_F1739,0.063297,0.062411,0.057922,0.062895,0.064481
Negative_F941,0.060066,0.061561,0.046122,0.048895,0.060470
Negative_F907,0.067776,0.071719,0.048399,0.050170,0.055921
Negative_F363,0.063128,0.055671,0.059442,0.061486,0.061782
Negative_F1510,0.082277,0.062989,0.071430,0.072698,0.079698
Negative_F1835,0.080817,0.069553,0.062341,0.074950,0.056553
Negative_F1326,0.055267,0.055741,0.049610,0.047661,0.069525
Negative_F2453,0.067327,0.086100,0.054205,0.046901,0.078226
Negative_F189,0.074807,0.087393,0.062503,0.054234,0.081021
Negative_F1394,0.046010,0.049165,0.057699,0.037567,0.059861
Negative_F834,0.055931,0.041623,0.055629,0.057132,0.065761
Negative_F1229,0.092753,0.112863,0.068240,0.071161,0.097488
Negative_F141,0.079689,0.088434,0.063192,0.064783,0.059704
Negative_F103,0.045556,0.088097,0.078551,0.063901,0.090201
Negative_F877,0.065467,0.075748,0.067293,0.042707,0.072017
Negative_F1225,0.061730,0.064905,0.062500,0.071661,0.069380
Negative_F527,0.070648,0.098392,0.072889,0.062681,0.092879
Negative_F667,0.045974,0.063352,0.036754,0.039383,0.068231
Negative_F1641,0.070706,0.073732,0.058681,0.051060,0.053695
Negative_F1700,0.036712,0.042888,0.024485,0.032743,0.035922
Negative_F853,0.027508,0.027075,0.019178,0.022751,0.031069
Negative_F2208,0.079836,0.060270,0.052105,0.062440,0.098924
