ID,Label,AAC_A,AAC_C,AAC_F,AAC_G,AAC_I,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,Length,NetCharge,pI,K_frac,R_frac,H_frac,D_frac,E_frac,GRAVY,HydrophobicFrac,AromaticFrac,BomanIndex
Negative_F775,0,0.066667,0.2,0.0,0.066667,0.066667,0.033333,0.0,0.033333,0.066667,0.0,0.1,0.066667,0.133333,0.033333,0.033333,30.0,-1.593011,4.370146,0.033333,0.0,0.0,0.033333,0.033333,0.793333,0.366667,0.066667,-0.107667
Negative_F1216,0,0.125,0.083333,0.083333,0.041667,0.083333,0.083333,0.041667,0.0,0.083333,0.0,0.0,0.041667,0.166667,0.0,0.0,24.0,3.500904,9.850656,0.125,0.041667,0.0,0.0,0.0,1.283333,0.583333,0.083333,-0.789167
Negative_F1290,0,0.06,0.16,0.02,0.12,0.02,0.02,0.0,0.06,0.04,0.04,0.12,0.02,0.04,0.02,0.08,50.0,2.421811,8.497529,0.04,0.06,0.04,0.0,0.04,-0.49,0.26,0.12,1.7758
Negative_F310,0,0.076923,0.0,0.0,0.153846,0.038462,0.153846,0.038462,0.0,0.038462,0.076923,0.0,0.076923,0.076923,0.076923,0.0,26.0,4.544925,10.602487,0.192308,0.0,0.0,0.0,0.0,0.026923,0.461538,0.076923,-0.119231
Negative_F2037,0,0.0,0.0,0.0,0.2,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.552316,11.999968,0.1,0.25,0.0,0.0,0.0,0.255,0.45,0.0,1.883
Negative_F197,0,0.08,0.0,0.0,0.04,0.04,0.2,0.0,0.0,0.08,0.0,0.16,0.0,0.2,0.0,0.0,25.0,-0.334053,7.024072,0.04,0.0,0.12,0.0,0.04,0.972,0.52,0.0,-0.5736
Negative_F150,0,0.0,0.176471,0.058824,0.088235,0.058824,0.058824,0.0,0.0,0.058824,0.029412,0.029412,0.0,0.058824,0.0,0.029412,34.0,7.404282,9.990037,0.058824,0.235294,0.0,0.029412,0.029412,-0.447059,0.264706,0.088235,3.260294
Negative_F2182,0,0.16,0.0,0.04,0.2,0.16,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,25.0,1.587683,9.703153,0.12,0.0,0.04,0.0,0.04,0.664,0.48,0.04,-0.4416
Negative_F417,0,0.142857,0.0,0.0,0.071429,0.214286,0.214286,0.0,0.071429,0.0,0.0,0.0,0.0,0.0,0.071429,0.0,14.0,0.552888,8.590944,0.142857,0.0,0.0,0.071429,0.0,0.885714,0.642857,0.071429,-0.710714
Negative_F1333,0,0.052632,0.105263,0.052632,0.157895,0.0,0.052632,0.0,0.0,0.157895,0.0,0.105263,0.052632,0.052632,0.0,0.052632,19.0,2.19668,9.384485,0.105263,0.052632,0.0,0.0,0.0,-0.226316,0.263158,0.105263,0.863158
Negative_F423,0,0.107143,0.0,0.035714,0.142857,0.0,0.107143,0.0,0.0,0.107143,0.035714,0.035714,0.035714,0.035714,0.0,0.035714,28.0,7.57897,11.763691,0.178571,0.107143,0.035714,0.0,0.0,-0.896429,0.321429,0.071429,2.066071
Negative_F1118,0,0.0,0.16,0.02,0.08,0.02,0.02,0.0,0.04,0.16,0.06,0.02,0.0,0.04,0.0,0.02,50.0,3.343274,8.691773,0.16,0.06,0.0,0.1,0.04,-1.274,0.12,0.04,2.8984
Negative_F1130,0,0.047619,0.190476,0.0,0.095238,0.142857,0.095238,0.0,0.0,0.0,0.0,0.142857,0.142857,0.0,0.047619,0.0,21.0,-0.84369,5.710295,0.0,0.047619,0.0,0.0,0.047619,0.890476,0.333333,0.047619,0.185714
Negative_F515,0,0.071429,0.071429,0.0,0.107143,0.107143,0.107143,0.035714,0.071429,0.0,0.035714,0.035714,0.035714,0.071429,0.0,0.0,28.0,2.496811,9.243171,0.178571,0.0,0.0,0.071429,0.0,0.146429,0.392857,0.0,0.751071
Negative_F1066,0,0.136364,0.0,0.0,0.045455,0.090909,0.090909,0.0,0.0,0.0,0.0,0.045455,0.136364,0.0,0.045455,0.090909,22.0,5.583956,11.580343,0.090909,0.181818,0.045455,0.0,0.0,-0.627273,0.454545,0.136364,2.656818
Negative_F1930,0,0.086022,0.032258,0.043011,0.11828,0.075269,0.032258,0.021505,0.032258,0.053763,0.0,0.021505,0.053763,0.053763,0.0,0.032258,93.0,-9.760131,4.482914,0.075269,0.043011,0.010753,0.086022,0.129032,-0.533333,0.344086,0.075269,1.935269
Negative_F1614,0,0.052632,0.105263,0.035088,0.052632,0.017544,0.035088,0.0,0.070175,0.017544,0.0,0.035088,0.087719,0.017544,0.0,0.087719,57.0,4.412514,8.933529,0.192982,0.035088,0.017544,0.087719,0.052632,-1.214035,0.245614,0.122807,2.908772
Negative_F2377,0,0.072581,0.0,0.024194,0.137097,0.024194,0.024194,0.016129,0.048387,0.112903,0.048387,0.056452,0.024194,0.056452,0.016129,0.048387,124.0,9.689239,10.83425,0.024194,0.145161,0.032258,0.048387,0.040323,-1.208065,0.282258,0.08871,3.123226
Negative_F1258,0,0.083333,0.083333,0.041667,0.083333,0.041667,0.125,0.0,0.041667,0.083333,0.0,0.0,0.083333,0.208333,0.0,0.0,24.0,2.50589,9.695868,0.041667,0.083333,0.0,0.0,0.0,1.104167,0.5,0.041667,-0.15625
Negative_F279,0,0.0625,0.0,0.0625,0.1875,0.125,0.125,0.0,0.0,0.0,0.0,0.0625,0.0,0.1875,0.0,0.0,16.0,0.552888,8.590944,0.125,0.0,0.0,0.0625,0.0,1.28125,0.5625,0.0625,-1.011875
Negative_F679,0,0.026316,0.0,0.0,0.131579,0.157895,0.105263,0.0,0.078947,0.052632,0.105263,0.0,0.0,0.026316,0.0,0.0,38.0,7.548847,11.999968,0.105263,0.157895,0.0,0.026316,0.026316,-0.818421,0.315789,0.0,2.883684
Negative_F569,0,0.038462,0.0,0.038462,0.307692,0.038462,0.192308,0.0,0.0,0.0,0.038462,0.115385,0.076923,0.076923,0.0,0.0,26.0,1.552442,10.002737,0.076923,0.0,0.0,0.0,0.0,0.7,0.384615,0.038462,-0.689615
Negative_F633,0,0.076923,0.0,0.230769,0.0,0.0,0.384615,0.0,0.0,0.076923,0.0,0.153846,0.0,0.0,0.0,0.0,13.0,0.557428,9.750021,0.0,0.076923,0.0,0.0,0.0,1.653846,0.692308,0.230769,-1.048462
Negative_F214,0,0.027778,0.166667,0.111111,0.111111,0.027778,0.055556,0.0,0.0,0.055556,0.0,0.083333,0.027778,0.027778,0.055556,0.0,36.0,4.47654,9.182377,0.083333,0.083333,0.055556,0.027778,0.0,-0.013889,0.305556,0.166667,1.210833
Negative_F2372,0,0.0,0.142857,0.0,0.0,0.0,0.071429,0.071429,0.0,0.285714,0.0,0.071429,0.0,0.071429,0.0,0.071429,14.0,2.233301,9.688132,0.0,0.214286,0.0,0.0,0.0,-0.507143,0.285714,0.071429,2.459286
Negative_F1065,0,0.042553,0.170213,0.021277,0.085106,0.021277,0.042553,0.021277,0.021277,0.021277,0.042553,0.085106,0.021277,0.042553,0.021277,0.042553,47.0,2.462486,8.506039,0.06383,0.085106,0.06383,0.021277,0.06383,-0.544681,0.255319,0.085106,2.244894
Negative_F1900,0,0.057143,0.171429,0.085714,0.342857,0.0,0.0,0.0,0.0,0.057143,0.028571,0.057143,0.0,0.028571,0.0,0.028571,35.0,1.408816,8.338293,0.028571,0.057143,0.028571,0.0,0.028571,-0.08,0.2,0.114286,0.679429
Negative_F724,0,0.041667,0.166667,0.041667,0.041667,0.0625,0.0625,0.0,0.020833,0.083333,0.0,0.083333,0.083333,0.0,0.0,0.020833,48.0,7.341488,9.326077,0.166667,0.0625,0.0,0.020833,0.041667,-0.397917,0.229167,0.0625,1.894583
Negative_F2320,0,0.098039,0.0,0.019608,0.235294,0.058824,0.078431,0.0,0.137255,0.058824,0.019608,0.039216,0.058824,0.019608,0.019608,0.058824,51.0,1.580167,9.309186,0.058824,0.0,0.019608,0.0,0.019608,-0.388235,0.352941,0.098039,0.606863
Negative_F1137,0,0.064516,0.096774,0.064516,0.096774,0.064516,0.064516,0.0,0.0,0.0,0.0,0.096774,0.16129,0.032258,0.0,0.0,31.0,6.201286,10.065787,0.193548,0.032258,0.032258,0.0,0.0,-0.022581,0.290323,0.064516,1.160323
Negative_F2290,0,0.225806,0.0,0.0,0.096774,0.032258,0.16129,0.032258,0.0,0.0,0.032258,0.032258,0.096774,0.064516,0.032258,0.0,31.0,2.634853,10.001706,0.129032,0.0,0.032258,0.032258,0.0,0.503226,0.548387,0.032258,-0.17871
Negative_F1404,0,0.136364,0.0,0.090909,0.090909,0.045455,0.136364,0.045455,0.045455,0.045455,0.0,0.0,0.045455,0.045455,0.0,0.0,22.0,1.548998,9.52825,0.181818,0.0,0.0,0.045455,0.045455,0.172727,0.5,0.090909,0.345455
Negative_F1007,0,0.125,0.083333,0.083333,0.041667,0.125,0.166667,0.0,0.041667,0.083333,0.0,0.041667,0.041667,0.041667,0.0,0.0,24.0,2.500929,9.390159,0.125,0.0,0.0,0.0,0.0,1.191667,0.541667,0.083333,-1.004583
Negative_F1218,0,0.0,0.0,0.076923,0.153846,0.076923,0.461538,0.0,0.076923,0.076923,0.0,0.076923,0.0,0.0,0.0,0.0,13.0,-0.442547,5.525,0.0,0.0,0.0,0.0,0.0,1.8,0.615385,0.076923,-2.250769
Negative_F1138,0,0.02439,0.146341,0.036585,0.073171,0.036585,0.060976,0.0,0.0,0.060976,0.036585,0.060976,0.085366,0.04878,0.02439,0.02439,82.0,5.355739,8.783576,0.085366,0.073171,0.036585,0.04878,0.036585,-0.381707,0.256098,0.085366,1.900122
Negative_F1669,0,0.037037,0.0,0.074074,0.148148,0.148148,0.037037,0.037037,0.0,0.074074,0.037037,0.037037,0.074074,0.074074,0.0,0.0,27.0,3.545371,10.176866,0.185185,0.0,0.0,0.037037,0.0,0.222222,0.407407,0.074074,0.147778
Negative_F525,0,0.0,0.208333,0.0,0.208333,0.041667,0.0,0.0,0.0,0.041667,0.0,0.208333,0.125,0.041667,0.041667,0.0,24.0,-1.527317,5.238873,0.0,0.0,0.041667,0.0,0.041667,0.1625,0.125,0.041667,0.574583
Negative_F893,0,0.107143,0.071429,0.0,0.107143,0.107143,0.107143,0.035714,0.035714,0.0,0.0,0.0,0.107143,0.071429,0.0,0.0,28.0,2.497485,9.243171,0.178571,0.0,0.0,0.035714,0.035714,0.439286,0.428571,0.0,0.245357
Negative_F2214,0,0.0,0.0,0.045455,0.181818,0.045455,0.181818,0.045455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,22.0,8.537333,11.235244,0.272727,0.136364,0.0,0.0,0.0,-0.759091,0.409091,0.136364,2.029545
Negative_F858,0,0.080645,0.016129,0.0,0.129032,0.064516,0.048387,0.064516,0.080645,0.080645,0.0,0.193548,0.064516,0.016129,0.016129,0.048387,62.0,-2.747876,4.138697,0.016129,0.016129,0.0,0.064516,0.0,-0.251613,0.33871,0.064516,1.161129
Negative_F615,0,0.0,0.0,0.083333,0.208333,0.083333,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.041667,0.0,24.0,0.811332,8.795954,0.041667,0.0,0.291667,0.0,0.0,0.375,0.458333,0.125,-0.5175
Negative_F772,0,0.0,0.193548,0.0,0.096774,0.064516,0.032258,0.0,0.0,0.064516,0.0,0.16129,0.032258,0.129032,0.032258,0.032258,31.0,0.403247,7.765082,0.096774,0.0,0.0,0.032258,0.032258,0.470968,0.290323,0.064516,0.262581
Negative_F616,0,0.058824,0.0,0.0,0.235294,0.117647,0.352941,0.0,0.058824,0.058824,0.0,0.058824,0.0,0.058824,0.0,0.0,17.0,-0.442547,5.525,0.0,0.0,0.0,0.0,0.0,1.782353,0.588235,0.0,-2.29
Negative_F78,0,0.076923,0.0,0.153846,0.0,0.0,0.384615,0.0,0.0,0.076923,0.0,0.153846,0.0,0.076923,0.0,0.0,13.0,0.554947,8.750052,0.076923,0.0,0.0,0.0,0.0,1.807692,0.692308,0.153846,-1.850769
Negative_F2440,0,0.027778,0.111111,0.055556,0.027778,0.083333,0.0,0.027778,0.027778,0.083333,0.0,0.083333,0.027778,0.055556,0.0,0.055556,36.0,6.479319,9.763688,0.138889,0.111111,0.027778,0.055556,0.0,-0.580556,0.305556,0.111111,2.505556
Negative_F153,0,0.030303,0.181818,0.060606,0.121212,0.0,0.030303,0.0,0.030303,0.0,0.0,0.121212,0.090909,0.090909,0.0,0.0,33.0,4.413727,9.301708,0.0,0.181818,0.030303,0.0,0.030303,-0.160606,0.212121,0.060606,2.808788
Negative_F30,0,0.045455,0.136364,0.022727,0.159091,0.022727,0.022727,0.0,0.090909,0.0,0.0,0.068182,0.045455,0.068182,0.045455,0.045455,44.0,0.437615,7.772755,0.068182,0.045455,0.022727,0.045455,0.045455,-0.468182,0.272727,0.113636,1.747955
Negative_F508,0,0.166667,0.083333,0.125,0.041667,0.125,0.083333,0.0,0.0,0.083333,0.0,0.0,0.041667,0.083333,0.0,0.0,24.0,3.498424,9.701283,0.166667,0.0,0.0,0.0,0.0,1.258333,0.583333,0.125,-1.149583
Negative_F330,0,0.275362,0.0,0.0,0.086957,0.0,0.014493,0.0,0.028986,0.101449,0.014493,0.043478,0.014493,0.043478,0.0,0.0,69.0,13.86832,10.750506,0.217391,0.072464,0.0,0.043478,0.043478,-1.13913,0.333333,0.0,2.593623
Negative_F1125,0,0.027027,0.162162,0.0,0.108108,0.027027,0.027027,0.081081,0.027027,0.081081,0.054054,0.054054,0.027027,0.081081,0.0,0.0,37.0,8.088619,9.818551,0.189189,0.054054,0.0,0.0,0.0,-0.327027,0.243243,0.0,1.446486
Negative_F393,0,0.0,0.0,0.0,0.15,0.1,0.3,0.0,0.0,0.05,0.0,0.05,0.05,0.15,0.0,0.0,20.0,-3.441208,4.050028,0.0,0.0,0.0,0.15,0.0,1.48,0.55,0.0,-1.1085
Negative_F1773,0,0.037037,0.0,0.037037,0.074074,0.074074,0.111111,0.0,0.0,0.074074,0.037037,0.037037,0.037037,0.148148,0.111111,0.0,27.0,2.585178,10.001383,0.148148,0.0,0.037037,0.0,0.037037,0.288889,0.518519,0.148148,-0.342222
Negative_F2375,0,0.2,0.0,0.04,0.12,0.04,0.08,0.04,0.04,0.0,0.0,0.04,0.04,0.08,0.04,0.0,25.0,1.548998,9.52825,0.16,0.0,0.0,0.04,0.04,0.18,0.52,0.08,0.3188
Negative_F876,0,0.0,0.111111,0.055556,0.055556,0.0,0.055556,0.0,0.0,0.166667,0.0,0.055556,0.055556,0.111111,0.055556,0.055556,18.0,3.500879,9.847497,0.111111,0.111111,0.0,0.0,0.0,-0.316667,0.333333,0.166667,1.402222
Negative_F1049,0,0.0,0.0,0.04,0.08,0.04,0.12,0.08,0.0,0.0,0.0,0.08,0.08,0.04,0.0,0.04,25.0,7.615597,11.763691,0.2,0.12,0.08,0.0,0.0,-0.712,0.36,0.08,2.4252
Negative_F1262,0,0.069767,0.186047,0.023256,0.093023,0.023256,0.093023,0.0,0.0,0.023256,0.046512,0.139535,0.023256,0.023256,0.0,0.116279,43.0,1.418235,8.190789,0.046512,0.023256,0.046512,0.0,0.023256,0.17907,0.348837,0.139535,0.601163
Negative_F1713,0,0.142857,0.0,0.0,0.0,0.142857,0.214286,0.0,0.0,0.0,0.0,0.071429,0.071429,0.142857,0.0,0.0,14.0,2.515634,10.301935,0.214286,0.0,0.0,0.0,0.0,1.371429,0.642857,0.0,-0.977143
Negative_F2011,0,0.066667,0.133333,0.022222,0.066667,0.022222,0.0,0.022222,0.111111,0.066667,0.022222,0.044444,0.0,0.066667,0.022222,0.022222,45.0,1.554936,8.349446,0.022222,0.111111,0.088889,0.044444,0.044444,-0.928889,0.244444,0.066667,2.997778
Negative_F746,0,0.064516,0.193548,0.032258,0.096774,0.129032,0.0,0.0,0.064516,0.064516,0.0,0.096774,0.0,0.096774,0.0,0.032258,31.0,1.404012,8.33378,0.064516,0.032258,0.0,0.0,0.032258,0.680645,0.354839,0.064516,0.243548
Negative_F431,0,0.12,0.0,0.0,0.12,0.0,0.2,0.04,0.04,0.0,0.0,0.08,0.04,0.12,0.0,0.0,25.0,1.548998,9.52825,0.16,0.0,0.0,0.04,0.04,0.372,0.48,0.0,0.2568
Negative_F1934,0,0.128205,0.0,0.025641,0.128205,0.128205,0.025641,0.0,0.051282,0.076923,0.051282,0.025641,0.0,0.076923,0.0,0.0,39.0,3.58667,10.433064,0.102564,0.076923,0.025641,0.025641,0.051282,-0.351282,0.384615,0.025641,1.624359
Negative_F40,0,0.222222,0.0,0.037037,0.185185,0.074074,0.148148,0.0,0.037037,0.0,0.0,0.111111,0.0,0.0,0.0,0.0,27.0,1.587683,9.703153,0.111111,0.0,0.037037,0.0,0.037037,0.425926,0.481481,0.037037,-0.114815
Negative_F1179,0,0.030303,0.181818,0.060606,0.121212,0.060606,0.121212,0.0,0.0,0.0,0.0,0.0,0.0,0.060606,0.0,0.030303,33.0,7.445448,10.602744,0.0,0.272727,0.030303,0.0,0.030303,0.148485,0.363636,0.090909,2.699394
Negative_F1276,0,0.045455,0.0,0.0,0.090909,0.0,0.090909,0.0,0.045455,0.090909,0.045455,0.090909,0.090909,0.090909,0.045455,0.045455,22.0,3.588993,11.723012,0.045455,0.136364,0.045455,0.0,0.0,-0.863636,0.318182,0.090909,2.513182
Negative_F1718,0,0.068182,0.136364,0.0,0.090909,0.0,0.045455,0.022727,0.045455,0.136364,0.045455,0.022727,0.022727,0.045455,0.0,0.0,44.0,8.44835,11.353801,0.0,0.25,0.022727,0.022727,0.022727,-1.093182,0.181818,0.0,4.034091
Negative_F1538,0,0.0,0.125,0.0625,0.0625,0.05,0.05,0.025,0.0375,0.0375,0.05,0.0375,0.0625,0.0375,0.075,0.025,80.0,4.9813,8.87828,0.1,0.0625,0.0125,0.025,0.0625,-0.475,0.325,0.1625,1.725
Negative_F1689,0,0.0,0.0,0.076923,0.076923,0.230769,0.153846,0.0,0.076923,0.0,0.0,0.153846,0.0,0.0,0.076923,0.076923,13.0,0.552442,8.59088,0.076923,0.0,0.0,0.0,0.0,0.946154,0.615385,0.230769,-0.901538
Negative_F700,0,0.08,0.16,0.04,0.12,0.0,0.02,0.02,0.1,0.0,0.02,0.06,0.04,0.02,0.04,0.02,50.0,0.608015,7.798692,0.08,0.02,0.08,0.02,0.06,-0.69,0.24,0.1,1.8816
Negative_F1259,0,0.034483,0.206897,0.0,0.172414,0.034483,0.034483,0.0,0.068966,0.103448,0.0,0.068966,0.137931,0.034483,0.034483,0.0,29.0,-0.588472,5.962319,0.0,0.034483,0.0,0.0,0.034483,0.075862,0.172414,0.034483,0.747931
Negative_F550,0,0.0,0.0,0.0,0.0,0.0,0.052632,0.0,0.0,0.421053,0.0,0.0,0.0,0.052632,0.0,0.052632,19.0,5.552737,11.999968,0.052632,0.315789,0.0,0.052632,0.0,-2.131579,0.157895,0.052632,4.998421
Negative_F1978,0,0.125,0.03125,0.0,0.15625,0.0,0.0625,0.0,0.03125,0.0,0.0,0.09375,0.0,0.09375,0.0625,0.03125,32.0,6.627745,10.665214,0.15625,0.0625,0.09375,0.0,0.0,-0.6,0.375,0.09375,1.522188
Negative_F972,0,0.0,0.142857,0.02381,0.214286,0.071429,0.071429,0.0,0.0,0.071429,0.0,0.095238,0.047619,0.095238,0.02381,0.0,42.0,-1.551652,5.295769,0.0,0.047619,0.02381,0.071429,0.0,0.545238,0.285714,0.047619,0.292143
Negative_F1829,0,0.174603,0.0,0.015873,0.095238,0.047619,0.031746,0.0,0.0,0.0,0.0,0.031746,0.031746,0.174603,0.0,0.0,63.0,7.793636,10.35467,0.15873,0.047619,0.111111,0.015873,0.063492,-0.125397,0.444444,0.015873,1.320794
Negative_F1298,0,0.090909,0.060606,0.0,0.121212,0.030303,0.181818,0.0,0.060606,0.0,0.030303,0.090909,0.090909,0.090909,0.0,0.0,33.0,0.501822,8.033099,0.090909,0.0,0.0,0.060606,0.0,0.454545,0.393939,0.0,0.379091
Negative_F510,0,0.065217,0.043478,0.043478,0.130435,0.195652,0.0,0.021739,0.043478,0.0,0.0,0.021739,0.086957,0.043478,0.0,0.0,46.0,5.489005,9.761561,0.195652,0.021739,0.0,0.043478,0.043478,0.004348,0.369565,0.043478,1.056304
Negative_F1205,0,0.047619,0.095238,0.095238,0.238095,0.095238,0.095238,0.0,0.0,0.0,0.0,0.047619,0.095238,0.095238,0.0,0.0,21.0,1.503435,8.903745,0.095238,0.0,0.0,0.0,0.0,1.209524,0.428571,0.095238,-1.102381
Negative_F1958,0,0.03125,0.1875,0.03125,0.09375,0.0,0.09375,0.0,0.03125,0.03125,0.03125,0.09375,0.0625,0.125,0.0,0.0625,32.0,-0.594273,6.151309,0.03125,0.03125,0.0,0.03125,0.03125,0.50625,0.34375,0.09375,0.549687
Negative_F2336,0,0.0,0.0,0.181818,0.0,0.090909,0.090909,0.0,0.0,0.0,0.0,0.090909,0.0,0.090909,0.090909,0.0,11.0,3.54743,10.47774,0.363636,0.0,0.0,0.0,0.0,0.072727,0.545455,0.272727,0.311818
Negative_F261,0,0.117647,0.0,0.058824,0.058824,0.058824,0.117647,0.0,0.117647,0.0,0.0,0.0,0.0,0.235294,0.0,0.0,17.0,1.550383,9.703024,0.176471,0.0,0.0,0.058824,0.0,0.747059,0.588235,0.058824,0.011176
Negative_F1985,0,0.074074,0.074074,0.148148,0.074074,0.0,0.185185,0.0,0.037037,0.0,0.0,0.0,0.0,0.074074,0.074074,0.0,27.0,3.533665,9.595426,0.185185,0.0,0.037037,0.0,0.037037,0.551852,0.555556,0.222222,-0.424444
Negative_F2241,0,0.163265,0.0,0.061224,0.040816,0.020408,0.102041,0.020408,0.020408,0.081633,0.0,0.061224,0.0,0.020408,0.020408,0.040816,49.0,6.539706,10.281176,0.142857,0.102041,0.0,0.020408,0.081633,-0.642857,0.44898,0.122449,2.101837
Negative_F884,0,0.0,0.0,0.153846,0.076923,0.0,0.384615,0.076923,0.0,0.076923,0.0,0.0,0.076923,0.076923,0.0,0.0,13.0,0.554947,8.750052,0.076923,0.0,0.0,0.0,0.0,1.853846,0.692308,0.153846,-2.29
Negative_F2384,0,0.0,0.0,0.074074,0.185185,0.037037,0.111111,0.0,0.037037,0.0,0.0,0.074074,0.037037,0.0,0.037037,0.0,27.0,8.243502,11.999968,0.148148,0.222222,0.0,0.037037,0.0,-1.233333,0.259259,0.111111,3.843704
Negative_F618,0,0.0,0.0,0.078947,0.078947,0.0,0.026316,0.0,0.052632,0.026316,0.0,0.078947,0.0,0.0,0.0,0.131579,38.0,0.798394,8.319081,0.078947,0.105263,0.184211,0.078947,0.078947,-2.094737,0.236842,0.210526,4.290526
Negative_F2132,0,0.05,0.0,0.15,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,20.0,7.574035,10.845339,0.4,0.0,0.05,0.0,0.0,-0.765,0.4,0.2,1.5295
Negative_F1729,0,0.086207,0.103448,0.068966,0.103448,0.017241,0.034483,0.034483,0.051724,0.086207,0.017241,0.034483,0.034483,0.017241,0.0,0.068966,58.0,5.393372,9.242591,0.068966,0.103448,0.0,0.034483,0.034483,-0.584483,0.327586,0.137931,2.119828
Negative_F664,0,0.095238,0.0,0.095238,0.142857,0.0,0.095238,0.047619,0.0,0.095238,0.047619,0.142857,0.0,0.0,0.0,0.047619,21.0,3.248142,11.722947,0.047619,0.142857,0.0,0.0,0.0,-0.490476,0.380952,0.142857,1.980952
Negative_F1879,0,0.157895,0.052632,0.105263,0.052632,0.105263,0.210526,0.0,0.052632,0.052632,0.0,0.0,0.052632,0.0,0.0,0.0,19.0,2.525433,9.790185,0.157895,0.0,0.0,0.0,0.0,1.042105,0.578947,0.105263,-0.908947
Negative_F227,0,0.0,0.0,0.173913,0.130435,0.086957,0.130435,0.0,0.043478,0.0,0.0,0.043478,0.0,0.130435,0.0,0.0,23.0,1.698947,10.00306,0.086957,0.0,0.173913,0.0,0.0,0.786957,0.521739,0.173913,-0.507826
Negative_F784,0,0.0,0.181818,0.060606,0.212121,0.030303,0.060606,0.0,0.030303,0.0,0.0,0.060606,0.121212,0.0,0.030303,0.060606,33.0,-1.596902,4.678952,0.060606,0.0,0.0,0.030303,0.060606,0.006061,0.242424,0.151515,0.61
Negative_F1941,0,0.071429,0.0,0.0,0.071429,0.214286,0.142857,0.0,0.0,0.071429,0.0,0.0,0.0,0.0,0.214286,0.0,14.0,2.605246,11.999968,0.071429,0.142857,0.0,0.0,0.0,0.378571,0.642857,0.214286,0.075
Negative_F2219,0,0.159091,0.090909,0.0,0.136364,0.022727,0.0,0.0,0.159091,0.022727,0.0,0.068182,0.045455,0.113636,0.0,0.068182,44.0,1.539944,8.527314,0.0,0.068182,0.022727,0.0,0.022727,-0.188636,0.363636,0.068182,1.589091
Negative_F888,0,0.0,0.0,0.058824,0.117647,0.176471,0.294118,0.0,0.0,0.117647,0.0,0.058824,0.0,0.117647,0.0,0.0,17.0,0.554947,8.750052,0.058824,0.0,0.0,0.0,0.0,2.058824,0.647059,0.058824,-2.55
Negative_F1660,0,0.0,0.0,0.166667,0.083333,0.0,0.416667,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.552417,11.166263,0.166667,0.083333,0.0,0.0,0.0,0.858333,0.583333,0.166667,-0.456667
Negative_F1748,0,0.102041,0.0,0.040816,0.040816,0.020408,0.102041,0.0,0.142857,0.061224,0.040816,0.061224,0.061224,0.020408,0.020408,0.102041,49.0,0.240554,8.063335,0.020408,0.081633,0.0,0.061224,0.020408,-0.869388,0.408163,0.163265,2.481429
Negative_F863,0,0.151899,0.075949,0.025316,0.075949,0.050633,0.037975,0.0,0.050633,0.037975,0.0,0.088608,0.037975,0.088608,0.025316,0.075949,79.0,5.467959,9.270054,0.012658,0.101266,0.025316,0.025316,0.012658,0.072152,0.455696,0.126582,1.379873
Negative_F598,0,0.054054,0.0,0.108108,0.108108,0.054054,0.054054,0.0,0.027027,0.0,0.054054,0.081081,0.027027,0.108108,0.0,0.0,37.0,7.538251,10.790283,0.216216,0.054054,0.0,0.054054,0.0,-0.383784,0.378378,0.108108,1.811622
Negative_F1370,0,0.137931,0.0,0.0,0.068966,0.103448,0.103448,0.034483,0.034483,0.034483,0.0,0.034483,0.034483,0.103448,0.0,0.0,29.0,4.541481,10.12555,0.241379,0.0,0.0,0.034483,0.034483,0.168966,0.482759,0.0,0.478621
Negative_F1886,0,0.0,0.193548,0.032258,0.096774,0.129032,0.032258,0.0,0.032258,0.064516,0.0,0.129032,0.064516,0.096774,0.0,0.032258,31.0,0.404037,7.769003,0.064516,0.0,0.0,0.0,0.032258,0.874194,0.322581,0.064516,-0.218387
Negative_F464,0,0.090909,0.060606,0.0,0.121212,0.030303,0.181818,0.0,0.060606,0.0,0.030303,0.121212,0.060606,0.090909,0.0,0.0,33.0,2.49887,9.307704,0.121212,0.0,0.0,0.030303,0.0,0.439394,0.393939,0.0,0.308182
Negative_F2035,0,0.087432,0.0,0.016393,0.147541,0.065574,0.038251,0.038251,0.04918,0.016393,0.071038,0.065574,0.060109,0.065574,0.027322,0.043716,183.0,-0.675752,6.727429,0.054645,0.043716,0.010929,0.071038,0.027322,-0.479235,0.382514,0.087432,1.640546
Negative_F2411,0,0.0625,0.0,0.03125,0.125,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0625,0.15625,0.0,0.0,32.0,11.503006,11.999968,0.25,0.125,0.0,0.0,0.0,-0.30625,0.375,0.03125,2.055625
